418,254,2,1,W
354,305,0,3,W
333,362,0,2,W
257,443,0,0,T
359,375,1,1,L
278,425,0,1,W
420,385,0,2,W
439,308,0,2,W
245,338,3,2,L
534,271,1,2,W
354,330,6,0,L
299,183,1,0,W
391,370,1,1,L
376,253,0,2,W
387,231,0,0,W
309,422,2,0,L
371,374,1,0,W
306,416,5,0,L
472,320,2,2,L
215,307,3,0,L
315,414,0,4,W
513,273,1,3,W
270,626,0,1,L
396,461,2,1,L
360,283,1,4,W
442,343,1,2,W
338,245,2,3,W
349,330,1,2,W
270,294,0,3,W
276,449,4,1,L
349,417,2,0,L
300,335,2,3,W
316,301,3,0,L
363,375,1,1,W
393,368,3,1,L
320,359,1,2,L
398,200,0,2,W
407,341,1,0,W
331,422,1,0,L
494,370,0,1,W
393,476,3,0,L
446,402,0,3,W
351,327,0,1,L
375,411,0,2,W
253,348,0,2,W
389,316,3,1,W
263,415,1,1,L
236,289,1,1,W
384,437,2,1,L
432,380,1,1,L
403,457,1,3,W
301,380,1,3,W
310,306,2,1,W
493,239,1,0,W
413,344,2,0,L
546,415,1,2,T
388,331,1,1,W
515,424,0,2,W
505,353,0,0,L
333,369,2,0,L
334,383,1,2,W
335,438,3,0,L
478,458,0,5,W
284,332,3,0,L
