254,418,1,2,12,18,135,127,L
418,254,2,1,18,12,127,135,W
472,320,2,2,30,18,83,137,L
393,368,3,1,19,17,181,123,L
403,457,1,3,20,28,90,120,W
420,288,5,1,26,12,118,41,L
571,378,1,2,25,20,90,49,W
412,261,1,1,25,13,130,62,L
378,277,0,1,24,13,134,90,W
378,571,2,1,20,25,49,90,L
408,263,0,2,23,16,114,66,W
362,222,0,2,19,8,77,62,W
362,222,0,2,19,8,77,62,W
428,295,0,1,26,14,194,106,W
307,215,0,3,22,15,89,72,W
263,408,2,0,16,23,66,114,L
359,320,2,1,21,16,115,124,W
284,331,1,0,23,23,94,136,L
331,284,0,1,23,23,136,94,W
357,436,2,0,22,18,87,149,L
288,420,1,5,12,26,41,118,W
222,362,2,0,8,19,62,77,L
366,339,0,2,22,18,104,78,W
277,378,1,0,13,24,90,134,L
275,346,2,3,21,21,83,38,W
339,366,2,0,18,22,78,104,L
305,354,3,0,20,21,58,66,L
261,412,1,1,13,25,62,130,W
436,357,0,2,18,22,149,87,W
346,275,3,2,21,21,38,83,L
295,428,1,0,14,26,106,194,L
354,305,0,3,21,20,66,58,W
215,307,3,0,15,22,72,89,L
320,359,1,2,16,21,124,115,L
301,380,1,3,24,26,145,163,W
288,286,0,3,17,25,172,151,W
372,267,1,1,19,18,122,84,W
306,310,1,2,18,18,118,60,L
305,345,0,3,15,23,193,102,W
414,315,4,0,20,20,136,113,L
522,396,1,0,25,20,125,98,L
345,402,0,1,27,21,96,180,L
345,402,0,1,27,21,96,180,L
402,345,1,0,21,27,180,96,W
267,372,1,1,18,19,84,122,L
244,346,1,2,21,18,80,116,W
406,221,2,1,23,14,147,43,W
214,351,1,0,16,22,59,96,L
396,522,0,1,20,25,98,125,W
345,305,3,0,23,15,102,193,L
200,398,2,0,8,23,51,235,L
351,214,0,1,22,16,96,59,W
501,262,0,1,24,17,98,27,W
221,406,1,2,14,23,43,147,L
316,436,0,1,16,30,72,61,L
389,423,1,4,19,17,89,72,W
346,244,2,1,18,21,116,80,L
436,316,1,0,30,16,61,72,W
423,389,4,1,17,19,72,89,L
286,288,3,0,25,17,151,172,L
315,414,0,4,20,20,113,136,W
398,200,0,2,23,8,235,51,W
310,306,2,1,18,18,60,118,W
396,230,0,2,28,11,171,33,W
362,333,2,0,22,22,52,72,L
391,435,0,3,22,19,98,38,L
492,300,2,1,29,16,313,133,W
406,523,2,1,32,23,103,63,L
389,317,0,2,22,20,92,54,L
357,437,0,0,20,25,120,79,L
357,437,0,0,20,25,120,79,L
424,372,2,4,24,24,191,78,W
304,265,2,2,16,16,84,99,L
348,387,0,1,20,23,83,76,W
372,424,4,2,24,24,78,191,L
414,392,1,1,26,19,158,161,W
392,414,1,1,19,26,161,158,L
317,389,2,0,20,22,54,92,W
406,285,0,2,22,16,183,64,W
387,348,1,0,23,20,76,83,L
474,297,0,2,24,15,222,128,W
437,357,0,0,25,20,79,120,W
523,406,1,2,23,32,63,103,W
435,391,3,0,19,22,38,98,W
230,396,2,0,11,28,33,171,L
285,406,2,0,16,22,64,183,L
239,493,0,1,12,26,94,230,L
297,474,2,0,15,24,128,222,L
265,304,2,2,16,16,99,84,W
300,492,1,2,16,29,133,313,L
333,362,0,2,22,22,72,52,W
407,341,1,0,19,16,137,40,W
493,239,1,0,26,12,230,94,W
443,257,0,0,23,11,132,52,T
386,426,1,2,21,26,130,78,L
245,344,3,2,11,16,11,155,L
267,454,0,0,16,26,67,256,L
189,406,2,1,13,32,69,103,L
559,352,1,2,23,22,271,180,W
559,352,1,2,23,22,271,180,W
347,271,0,2,19,14,190,140,W
344,413,0,2,19,26,94,130,W
406,189,1,2,32,13,103,69,W
271,347,2,0,14,19,140,190,L
422,331,0,1,26,26,81,124,W
344,344,3,0,19,21,105,144,L
326,463,0,2,20,27,112,104,W
345,232,4,1,20,13,74,36,L
454,267,0,0,26,16,256,67,W
282,239,4,4,18,15,93,101,L
362,375,2,1,21,17,140,94,W
463,326,2,0,27,20,104,112,L
232,345,1,4,13,20,36,74,W
344,245,2,3,16,11,155,11,W
344,344,0,3,21,19,144,105,W
239,282,4,4,15,18,101,93,W
375,362,1,2,17,21,94,140,L
426,386,2,1,26,21,78,130,W
273,513,3,1,20,27,160,249,L
257,443,0,0,11,23,52,132,T
513,273,1,3,27,20,249,160,W
331,422,1,0,26,26,124,81,L
413,344,2,0,26,19,130,94,L
340,349,2,1,22,19,24,141,L
367,331,0,0,25,24,90,108,W
376,357,0,0,25,23,167,72,L
349,340,1,2,19,22,141,24,W
403,258,0,0,19,15,158,57,W
415,546,2,1,35,30,152,100,T
415,546,2,1,35,30,152,100,T
460,291,1,1,26,21,187,97,W
324,369,3,3,15,21,57,123,W
289,269,0,1,19,20,58,105,L
331,367,0,0,24,25,108,90,L
269,289,1,0,20,19,105,58,W
277,422,2,0,18,20,105,88,L
370,494,1,0,27,25,48,214,L
422,277,0,2,20,18,88,105,W
258,403,0,0,15,19,57,158,L
357,376,0,0,23,25,72,167,W
375,359,1,1,28,15,123,74,W
393,407,0,2,21,22,171,68,W
626,270,1,0,27,18,128,102,W
291,460,1,1,21,26,97,187,L
369,324,3,3,21,15,123,57,L
359,375,1,1,15,28,74,123,L
270,626,0,1,18,27,102,128,L
494,370,0,1,25,27,214,48,W
546,415,1,2,30,35,100,152,T
461,396,1,2,31,23,136,70,W
274,277,1,1,13,15,50,36,W
425,278,1,0,30,19,162,33,L
244,339,0,1,16,18,59,59,W
423,222,0,0,29,13,168,45,W
299,397,2,0,13,30,33,218,L
311,337,1,0,18,22,97,78,W
405,355,1,2,25,22,116,85,L
355,405,2,1,22,25,85,116,W
449,231,4,0,25,10,205,62,L
231,449,0,4,10,25,62,205,W
339,244,1,0,18,16,59,59,L
274,331,0,2,20,18,137,140,W
337,311,0,1,22,18,78,97,L
571,486,0,4,29,19,248,93,W
302,443,2,2,16,21,54,96,W
331,274,2,0,18,20,140,137,L
397,299,0,2,30,13,218,33,W
443,302,2,2,21,16,96,54,L
277,274,1,1,15,13,36,50,L
476,393,0,3,31,24,208,80,W
486,571,4,0,19,29,93,248,L
278,425,0,1,19,30,33,162,W
396,461,2,1,23,31,70,136,L
393,476,3,0,24,31,80,208,L
443,281,4,1,26,15,80,83,W
303,429,1,1,11,25,48,208,L
396,144,2,3,29,11,119,33,W
341,256,2,1,22,18,99,91,L
283,360,4,1,15,22,122,80,L
264,351,1,2,12,23,78,122,L
264,351,1,2,12,23,78,122,L
422,448,1,0,20,30,127,48,W
337,373,2,4,24,19,103,80,W
402,446,3,0,21,19,69,154,L
273,327,0,2,16,23,181,80,W
327,273,2,0,23,16,80,181,L
256,341,1,2,18,22,91,99,W
280,296,0,1,16,17,125,139,W
337,379,1,4,17,29,106,70,W
331,388,1,1,22,23,47,128,L
385,420,2,0,25,23,81,96,L
373,337,4,2,19,24,80,103,L
351,264,2,1,23,12,122,78,W
296,280,1,0,17,16,139,125,L
429,303,1,1,25,11,208,48,W
448,422,0,1,30,20,48,127,L
379,337,4,1,29,17,70,106,L
281,443,1,4,15,26,83,80,L
420,385,0,2,23,25,96,81,W
360,283,1,4,22,15,80,122,W
446,402,0,3,19,21,154,69,W
388,331,1,1,23,22,128,47,W
290,217,2,1,24,16,135,72,L
368,417,0,0,17,27,101,118,L
342,300,1,2,20,23,183,93,W
223,371,0,2,17,28,50,107,W
315,329,1,0,17,19,93,102,L
300,342,2,1,23,20,93,183,L
300,342,2,1,23,20,93,183,L
417,368,0,0,27,17,118,101,W
277,285,2,3,14,16,14,83,W
424,515,2,0,19,21,84,151,L
354,325,2,1,22,16,124,30,L
327,351,1,0,18,20,76,97,W
285,277,3,2,16,14,83,14,L
343,442,2,1,19,27,82,116,L
227,240,1,1,12,17,102,98,L
240,227,1,1,17,12,98,102,W
217,290,1,2,16,24,72,135,W
444,299,0,0,28,20,171,122,W
371,223,2,0,28,17,107,50,L
329,315,0,1,19,17,102,93,W
325,354,1,2,16,22,30,124,W
308,439,2,0,20,18,113,152,L
313,209,0,2,24,17,146,33,W
299,444,0,0,20,28,122,171,L
439,308,0,2,18,20,152,113,W
442,343,1,2,27,19,116,82,W
351,327,0,1,20,18,97,76,L
515,424,0,2,21,19,151,84,W
332,360,1,1,23,28,58,116,L
360,332,1,1,28,23,116,58,W
311,325,1,2,16,22,92,64,W
304,301,0,0,15,20,153,183,W
358,366,2,2,19,22,129,56,L
411,375,2,0,25,18,95,149,L
325,311,2,1,22,16,64,92,L
325,311,2,1,22,16,64,92,L
353,505,0,0,24,25,163,56,W
464,273,1,0,21,23,124,83,L
308,306,0,1,18,17,94,82,W
387,292,0,1,25,20,74,81,W
353,302,4,1,22,18,114,67,L
310,369,2,0,18,16,91,148,L
301,304,0,0,20,15,183,153,L
273,464,0,1,23,21,83,124,W
247,555,2,1,13,27,69,209,L
358,475,0,2,19,25,95,193,W
306,308,1,0,17,18,82,94,L
377,333,0,2,26,16,91,64,W
555,247,1,2,27,13,209,69,W
296,343,1,3,13,21,104,58,W
333,377,2,0,16,26,64,91,L
366,358,2,2,22,19,56,129,W
292,387,1,0,20,25,81,74,L
369,310,0,2,16,18,148,91,W
302,353,1,4,18,22,67,114,W
475,358,2,0,25,19,193,95,L
245,338,3,2,16,19,127,118,L
338,245,2,3,19,16,118,127,W
375,411,0,2,18,25,149,95,W
505,353,0,0,25,24,56,163,L
369,333,0,2,24,19,88,87,W
418,389,1,1,32,17,128,123,L
496,277,2,3,28,16,110,62,W
382,399,2,0,24,24,212,139,L
271,534,2,1,14,29,89,240,L
326,147,1,0,19,10,142,141,W
412,359,2,3,21,22,80,53,W
412,359,2,3,21,22,80,53,W
264,318,2,1,13,21,140,87,W
206,333,0,3,10,19,104,154,W
422,369,0,3,24,20,85,50,W
309,307,1,1,16,17,109,123,W
307,309,1,1,17,16,123,109,L
421,250,1,3,27,13,139,36,W
333,206,3,0,19,10,154,104,L
389,418,1,1,17,32,123,128,W
162,402,2,0,7,20,36,133,L
277,496,3,2,16,28,62,110,L
318,264,1,2,21,13,87,140,L
402,162,0,2,20,7,133,36,W
369,422,3,0,20,24,50,85,L
234,389,2,2,16,20,56,117,L
250,421,3,1,13,27,36,139,L
399,382,0,2,24,24,139,212,W
359,412,3,2,22,21,53,80,L
389,234,2,2,20,16,117,56,W
330,349,2,1,18,20,119,81,L
147,326,0,1,10,19,141,142,L
534,271,1,2,29,14,240,89,W
349,330,1,2,20,18,81,119,W
333,369,2,0,19,24,87,88,L
300,314,4,3,21,15,175,83,L
286,312,0,5,18,21,66,104,W
348,496,1,3,17,20,42,95,L
275,460,1,3,14,24,67,240,L
272,278,1,5,17,17,126,58,W
296,323,0,2,16,25,92,114,L
360,254,0,1,21,13,213,169,W
360,254,0,1,21,13,213,169,W
260,260,3,3,13,12,108,93,L
348,253,2,0,19,16,18,180,L
323,296,2,0,25,16,114,92,W
330,354,0,6,18,22,93,136,W
316,348,1,3,20,21,185,83,W
348,316,3,1,21,20,83,185,L
315,377,0,1,18,22,85,85,L
323,244,3,0,14,18,65,135,W
312,286,5,0,21,18,104,66,L
314,300,3,4,15,21,83,175,W
377,315,1,0,22,18,85,85,W
496,348,3,1,20,17,95,42,W
294,270,3,0,14,21,46,104,L
260,260,3,3,12,13,93,108,W
404,364,1,0,24,17,188,248,W
244,323,0,3,18,14,135,65,L
383,334,2,1,24,16,95,107,L
460,275,3,1,24,14,240,67,W
278,272,5,1,17,17,58,126,L
364,404,0,1,17,24,248,188,L
354,330,6,0,22,18,136,93,L
270,294,0,3,21,14,104,46,W
253,348,0,2,16,19,180,18,W
334,383,1,2,16,24,107,95,W
425,488,2,1,26,33,116,130,L
550,272,1,1,29,15,248,107,W
340,328,2,1,18,27,151,169,W
451,269,0,0,29,16,280,107,W
438,335,0,3,22,18,148,29,W
449,451,4,0,29,20,95,226,L
222,382,1,0,19,26,76,97,L
222,382,1,0,19,26,76,97,L
449,276,1,4,24,16,185,52,W
309,313,3,0,15,20,58,136,L
324,300,2,0,16,17,56,114,L
451,449,0,4,20,29,226,95,W
387,150,2,1,23,9,79,67,W
411,282,0,3,27,20,161,34,W
150,387,1,2,9,23,67,79,L
316,389,1,3,13,21,157,148,L
183,299,0,1,13,19,47,72,L
303,360,1,4,13,20,67,116,W
282,411,3,0,20,27,34,161,L
313,309,0,3,20,15,136,58,W
488,425,1,2,33,26,130,116,W
300,324,0,2,17,16,114,56,W
360,303,4,1,20,13,116,67,L
345,263,2,2,18,14,145,73,W
328,340,1,2,27,18,169,151,L
382,222,0,1,26,19,97,76,W
263,345,2,2,14,18,73,145,L
272,550,1,1,15,29,107,248,L
299,183,1,0,19,13,72,47,W
276,449,4,1,16,24,52,185,L
389,316,3,1,21,13,148,157,W
335,438,3,0,18,22,29,148,L
370,391,1,1,21,24,94,78,W
408,302,0,2,21,17,152,119,W
368,406,1,2,22,23,122,127,L
589,494,0,1,30,22,272,261,L
302,408,2,0,17,21,119,152,L
458,478,5,0,31,21,140,208,L
294,250,1,0,15,17,50,95,L
294,250,1,0,15,17,50,95,L
375,319,0,2,23,23,164,90,W
246,484,3,1,14,23,63,238,L
319,375,2,0,23,23,90,164,L
348,446,0,2,19,22,40,93,W
250,294,0,1,17,15,95,50,W
390,463,3,0,20,27,102,210,L
415,263,1,1,25,19,84,58,W
484,246,1,3,23,14,238,63,W
177,323,2,2,13,21,99,70,L
494,589,1,0,22,30,261,272,W
446,348,2,0,22,19,93,40,L
325,239,0,4,21,14,114,111,W
417,349,0,2,25,23,123,89,W
470,286,3,1,24,15,114,118,L
239,325,4,0,14,21,111,114,L
463,390,0,3,27,20,210,102,W
286,470,1,3,15,24,118,114,W
406,368,2,1,23,22,127,122,W
356,251,1,0,19,23,34,124,L
323,177,2,2,21,13,70,99,W
391,370,1,1,24,21,78,94,L
349,417,2,0,23,25,89,123,L
263,415,1,1,19,25,58,84,L
478,458,0,5,21,31,208,140,W
344,123,2,3,21,9,84,52,W
465,473,0,1,25,26,142,132,W
335,371,2,0,22,25,72,153,L
230,329,3,0,14,18,68,127,L
335,300,3,2,18,18,128,112,L
323,374,5,1,19,21,183,124,L
371,335,0,2,25,22,153,72,W
371,335,0,2,25,22,153,72,W
195,346,2,0,15,24,69,114,L
349,221,1,3,18,11,143,57,W
408,448,1,0,24,28,76,153,L
448,408,0,1,28,24,153,76,W
289,236,1,1,20,16,46,103,L
384,470,2,2,24,23,94,182,W
470,384,2,2,23,24,182,94,L
365,398,1,2,26,26,103,129,W
123,344,3,2,9,21,52,84,L
280,396,2,0,16,22,75,120,L
374,323,1,5,21,19,124,183,W
396,280,0,2,22,16,120,75,W
473,465,1,0,26,25,132,142,L
332,284,0,3,17,16,161,38,W
329,230,0,3,18,14,127,68,W
221,349,3,1,11,18,57,143,L
346,195,0,2,24,15,114,69,W
312,437,1,4,21,27,69,231,W
398,365,2,1,26,26,129,103,L
253,376,2,0,14,18,62,87,L
376,253,0,2,18,14,87,62,W
300,335,2,3,18,18,112,128,W
236,289,1,1,16,20,103,46,W
284,332,3,0,16,17,38,161,L
231,387,0,0,13,24,49,177,L
406,365,0,2,23,15,75,70,W
291,203,0,3,19,16,123,64,W
305,367,3,2,18,19,52,179,L
365,406,2,0,15,23,70,75,L
203,291,3,0,16,19,64,123,L
367,305,2,3,19,18,179,52,W
387,231,0,0,24,13,177,49,W
422,309,0,2,28,17,99,101,W
429,413,1,1,25,27,138,87,L
413,429,1,1,27,25,87,138,W
302,377,3,3,14,20,105,98,L
227,389,2,1,16,20,61,171,L
377,302,3,3,20,14,98,105,W
389,227,1,2,20,16,171,61,W
309,422,2,0,17,28,101,99,L
493,367,0,2,30,24,101,99,W
367,493,2,0,24,30,99,101,L
431,368,0,2,26,22,57,54,W
368,431,2,0,22,26,54,57,L
344,546,1,2,17,37,104,104,L
546,344,2,1,37,17,104,104,W
